#GID   RA    DEC     l     b     RP
3954715249460000000  191.28275  21.75700  287.63706  84.44048  10.36
3954715520050000000  191.25594  21.77990  287.32781  84.45626  11.84
3954726171560000000  192.78577  20.86563  302.30055  83.73701  11.61
3954727481530000000  192.75673  20.94103  302.04162  83.81206  11.42
3954728684120000000  192.59978  20.90196  300.69602  83.76920  12.08
3954731673420000000  192.66177  20.99596  301.20455  83.86506  10.94
3954740469510000000  192.82407  21.14928  302.61486  84.02094  12.30
3954742324940000000  192.44873  20.97344  299.35900  83.83379  11.94
3954743012130000000  192.44284  21.01779  299.28284  83.87772  12.33
3954744592680000000  192.50705  21.05345  299.82682  83.91669  10.35
3954755106760000000  192.57784  21.21889  300.38336  84.08507  10.03
3954771530710000000  193.25519  21.41340  306.62671  84.27379  10.49
3954777062630000000  192.86086  21.30113  302.94456  84.17288  12.01
3954794654820000000  192.33267  21.13957  298.23222  83.99208  12.14
3954797815910000000  192.42535  21.25375  298.98467  84.11218  9.51
3954798434390000000  192.24062  21.19842  297.36332  84.04339  11.02
3954801664200000000  192.29416  21.29841  297.75961  84.14743  11.68
3954806474570000000  192.57820  21.40186  300.30900  84.26788  12.32
3954811864750000000  192.12047  21.28775  296.19420  84.12079  11.42
3954825612940000000  192.25447  21.56695  297.14453  84.41148  9.77
3954835611630000000  192.67125  21.56840  301.12573  84.43750  11.29
3954841212260000000  192.89105  21.69592  303.24182  84.56759  11.55
3954845915250000000  192.80350  21.80332  302.37188  84.67482  11.86
3954847225220000000  192.52234  21.60600  299.67796  84.46923  12.31
3954848359090000000  192.50128  21.65202  299.44739  84.51407  11.16
3954853135090000000  192.39078  21.78118  298.27106  84.63596  10.38
3954856635490000000  192.65315  21.78406  300.87569  84.65251  12.26
3954857808020000000  192.77113  21.83872  302.04246  84.70986  10.51
3954860213200000000  192.57643  21.84219  300.08238  84.70767  11.02
3954865809540000000  193.36322  21.46830  307.67511  84.32148  11.78
3954871483190000000  193.44429  21.62005  308.57870  84.46614  11.89
3954871517550000000  193.41357  21.63167  308.29455  84.48033  11.44
3954874914870000000  193.51910  21.66500  309.34565  84.50386  11.73
3954879832609313792  193.52083  21.73505  309.44172  84.57333  10.21
3954879832610000000  193.52083  21.73505  309.44172  84.57333  10.21
3954887043860000000  193.10477  21.69640  305.33824  84.56356  11.94
3954890823430000000  193.33896  21.72546  307.65255  84.57962  11.78
3954890930800000000  193.33429  21.74597  307.62379  84.60041  12.13
3954896394000000000  193.19118  21.86288  306.28289  84.72599  12.45
3954896703240000000  193.27184  21.89216  307.11759  84.75050  12.44
3954903777050000000  193.63432  21.80189  310.63812  84.62720  11.63
3954907835800000000  193.73550  21.98950  311.93091  84.79991  12.08
3954910893810000000  194.01903  21.98875  314.77373  84.75352  12.45
3954911993320000000  193.97412  22.03127  314.41561  84.80331  12.25
3954922095090000000  193.49825  22.01966  309.55446  84.85852  10.87
3954923194600000000  193.46243  22.05906  309.23238  84.90128  12.22
3954931578380000000  193.54156  22.17991  310.21720  85.01302  12.08
3954932849690000000  193.70149  22.25601  312.03433  85.06812  11.89
3954942058100000000  193.02513  21.94846  304.63332  84.81801  11.03
3954943874870000000  193.22525  21.90936  306.65777  84.77052  11.52
3954949033120000000  193.06091  22.02872  305.03181  84.89718  10.63
3954955698910000000  192.86140  22.01632  302.95197  84.88807  12.35
3954957519980000000  192.80292  22.04250  302.34054  84.91399  11.13
3954963223690000000  193.09744  22.12696  305.45898  84.99403  11.45
3954981090760000000  193.59962  22.31364  311.03868  85.13872  11.66
3954983221060000000  193.43181  22.30595  309.20687  85.14978  12.26
3954983392860000000  193.44139  22.32323  309.33304  85.16602  12.28
3954990642770000000  193.23589  22.33048  307.08793  85.19007  12.27
3955002939260000000  193.38081  22.55151  308.94490  85.39889  11.66
3955008750350000000  192.04286  21.55178  295.16064  84.37417  12.22
3955010949370000000  191.87094  21.55073  293.55108  84.35032  11.76
3955014350990000000  192.17618  21.61724  296.34465  84.45399  10.16
3955019779820000000  192.04890  21.72999  294.97641  84.55158  12.07
3955025174300000000  191.85338  21.68842  293.15999  84.48365  12.07
3955038162280000000  191.93187  21.88692  293.58792  84.69122  10.53
3955040838050000000  192.36374  21.78378  298.00110  84.63654  11.33
3955048401490000000  192.29980  21.96649  297.18092  84.81322  12.37
3955049982030000000  192.43866  21.91701  298.64118  84.77473  11.75
3955050188190000000  192.44405  21.94154  298.67674  84.79955  12.48
3955065272120000000  192.18370  22.11770  295.79875  84.95197  12.35
3955069154770000000  192.38158  22.16559  297.82847  85.01838  12.37
3955072556380000000  192.21790  22.20572  296.04100  85.04310  11.25
3955074682390000000  192.26198  22.30285  296.38726  85.14420  11.55
3955075575740000000  191.59062  21.73406  290.57632  84.48364  11.60
3955083414060000000  191.56166  21.96602  289.77617  84.70465  12.33
3955085200770000000  191.74118  21.92971  291.62247  84.70295  10.82
3955087640310000000  191.79874  22.02373  292.00586  84.80522  11.45
3955093721980000000  191.45384  21.93940  288.79058  84.65608  12.23
3955096539480000000  191.44823  22.04050  288.47608  84.75306  9.37
3955100215970000000  191.48018  22.10040  288.63536  84.81829  10.35
3955108049990000000  191.47847  22.22791  288.27488  84.94169  11.93
3955109802340000000  191.57536  22.28882  289.10623  85.02208  12.12
3955112173160000000  191.94537  22.12397  293.31018  84.92727  11.69
3955116227610000000  191.79932  22.18521  291.67711  84.96403  12.35
3955117430200000000  191.93307  22.23035  292.98328  85.03036  11.68
3955123163980000000  192.20735  22.36639  295.70369  85.20149  12.21
3955125642180000000  192.00505  22.38005  293.46929  85.18887  11.43
3955130486900000000  191.88576  22.31533  292.31174  85.10656  12.45
3955132789000000000  191.65318  22.30456  289.87688  85.05353  12.08
3955145055430000000  191.91377  22.61414  291.96810  85.40514  12.35
3955149419120000000  192.69075  22.21232  301.10966  85.08168  8.62
3955152683290000000  192.66293  22.23976  300.79803  85.10825  12.46
3955153129970000000  192.66954  22.26462  300.85956  85.13331  12.34
3955155019750000000  192.88593  22.24726  303.21961  85.11895  8.52
3955155878750000000  192.76253  22.26891  301.87290  85.13986  11.34
3955158795030000000  192.92278  22.42236  303.64509  85.29376  11.86
3955160341220000000  192.69608  22.35115  301.11781  85.22060  11.62
3955160753540000000  192.72513  22.37019  301.43446  85.24037  11.40
3955166491610000000  192.60388  22.37505  300.08184  85.24114  10.70
3955192334430000000  193.27080  22.65264  307.78528  85.50888  11.87
3955198759700000000  192.79524  22.55291  302.18829  85.42428  12.37
3955200924360000000  192.91014  22.62358  303.52733  85.49510  12.25
3955204566500000000  192.74779  22.69357  301.59951  85.56417  11.68
3955213671830000000  192.92079  22.87582  303.69373  85.74721  12.08
3955219233810000000  192.42580  22.53245  297.94454  85.38739  10.99
3955244011480000000  192.25308  22.78263  295.59174  85.61977  11.04
3955246897690000000  192.22490  22.77979  295.25916  85.61367  10.80
3955260293700000000  192.82629  22.87216  302.51995  85.74380  11.15
3955293695660000000  189.91591  20.97739  278.71062  83.28830  12.29
3955303007150000000  189.99892  21.12302  278.83609  83.45261  11.80
3955304622060000000  189.71344  20.96878  277.26800  83.20441  12.30
3955306271320000000  189.75674  21.01896  277.40532  83.26679  11.64
3955307267760000000  189.70924  21.03723  276.99664  83.26507  11.28
3955316854120000000  189.95654  21.27253  277.99072  83.57425  11.56
3955318984430000000  189.79059  21.26330  276.77230  83.50213  9.81
3955324512050000000  190.34221  21.21935  281.16519  83.66112  10.76
3955331319570000000  190.42174  21.30850  281.51287  83.77062  10.21
3955332522160000000  190.37134  21.36965  280.90694  83.81122  11.89
3955337092010000000  190.39838  21.41129  280.98711  83.85911  10.17
3955342001150000000  190.14844  21.36750  279.13827  83.73199  11.91
3955352279010000000  190.28119  21.60130  279.36501  83.99531  11.32
3955360662790000000  189.56360  21.24251  275.18006  83.39180  10.07
3955365438790000000  189.51323  21.36154  274.34429  83.47688  10.52
3955373410250000000  189.65462  21.46423  274.97532  83.62804  11.72
3955375712350000000  189.25697  21.28966  272.80470  83.30154  12.00
3955379663720000000  189.25024  21.39508  272.31781  83.39082  11.77
3955395808510000000  189.93510  21.56386  276.72891  83.83139  11.52
3955396087680000000  189.92497  21.58274  276.57485  83.84450  10.47
3955397187190000000  189.78291  21.54424  275.62573  83.75271  12.13
3955405674050000000  189.96945  21.67419  276.56118  83.94485  10.94
3955413439350000000  189.74585  21.71983  274.61014  83.89441  11.59
3955414916820000000  189.62936  21.72646  273.68203  83.85037  12.45
3955415329130000000  189.52838  21.70060  273.02803  83.78323  12.29
3955424571900000000  189.77141  21.90349  274.00678  84.06846  10.78
3955424949860000000  189.85432  21.88952  274.73175  84.09133  11.40
3955428248390000000  190.50662  21.44270  281.77004  83.92392  12.36
3955437422440000000  190.67908  21.62920  282.61489  84.15374  11.55
3955445909300000000  190.33224  21.61546  279.73429  84.02644  11.30
3955446974450000000  190.44705  21.63919  280.60689  84.08801  12.08
3955450925820000000  190.31712  21.73611  279.16197  84.13260  11.31
3955481746510000000  190.73781  21.97811  281.94057  84.50054  12.13
3955483120900000000  190.84410  22.04892  282.66488  84.60051  12.31
3955487209710000000  190.80110  22.10634  282.05806  84.64112  10.45
3955489649250000000  190.93222  22.11434  283.26150  84.68909  12.05
3955493321440000000  190.83496  22.15600  282.19301  84.69850  12.09
3955494700130000000  190.76976  22.21530  281.35477  84.73318  11.15
3955495696560000000  190.89961  22.23714  282.50890  84.79509  10.88
3955501881310000000  190.11290  21.79784  277.22335  84.11308  11.45
3955514315240000000  190.29767  22.10730  277.50299  84.46572  11.34
3955518270910000000  190.16376  22.04666  276.60694  84.35865  10.20
3955520126330000000  189.97552  22.01837  275.14882  84.25700  10.09
3955521569440000000  189.93468  22.08338  274.51530  84.29786  9.69
3955521706880000000  190.03488  22.04078  275.54333  84.30153  10.69
3955528200870000000  190.27461  22.24048  276.71589  84.57774  9.98
3955534901020000000  190.65321  22.12422  280.62235  84.60940  12.45
3955539539590000000  190.51736  22.21497  279.01220  84.64599  11.88
3955542902540000000  190.64023  22.27102  279.91609  84.74132  12.33
3955546789490000000  190.65587  22.36190  279.68553  84.83093  11.86
3955557509730000000  190.41248  22.41613  277.16465  84.79078  12.17
3955579671760000000  189.42834  21.69517  272.30346  83.73359  12.50
3955586195820000000  189.01572  21.62057  269.67432  83.47492  11.25
3955597744980000000  189.19589  21.86226  269.81601  83.76847  12.04
3955605883950000000  189.62198  21.85025  273.07410  83.95622  11.62
3955613477450000000  189.67253  21.94965  273.01362  84.06594  12.48
3955632860640000000  189.55775  22.17751  271.00642  84.21166  12.27
3955633169870000000  189.55151  22.20145  270.83590  84.22931  10.88
3955637396120000000  189.42787  22.26397  269.54096  84.22320  11.60
3955639904380000000  188.80025  21.80560  267.30284  83.52199  11.68
3955642069050000000  188.87657  21.87942  267.46061  83.62277  10.38
3955656019100000000  188.61703  21.90505  265.56407  83.50669  11.29
3955658630440000000  188.73401  21.99452  265.88981  83.64251  12.18
3955658905320000000  188.71657  22.02427  265.61468  83.65736  12.08
3955669041440000000  188.70850  22.12504  265.02157  83.73462  11.94
3955669900430000000  188.71777  22.18413  264.76331  83.78733  11.99
3955673095890000000  188.81096  22.30802  264.72310  83.93822  11.28
3955674019310000000  189.17865  22.08584  268.57554  83.94914  12.11
3955679349360000000  189.01337  22.20242  266.75177  83.96120  10.33
3955681788900000000  189.15410  22.29731  267.27176  84.11303  10.58
3955682269940000000  189.29832  22.20417  268.85760  84.10860  11.24
3955683433880000000  189.28751  22.25522  268.50532  84.14611  12.26
3955686496190000000  189.42155  22.40426  268.73805  84.33858  11.70
3955688489050000000  189.25554  22.39438  267.50320  84.24598  11.88
3955689863440000000  189.35567  22.45786  267.92326  84.35016  12.22
3955692715300000000  188.94991  22.27982  265.87024  83.99091  11.96
3955696013830000000  188.90625  22.32787  265.28833  84.00635  12.31
3955712884470000000  189.93605  22.24639  273.75757  84.44295  10.55
3955713601730000000  189.79134  22.16960  272.92601  84.31176  11.39
3955719275380000000  190.04453  22.32329  274.31194  84.55769  10.20
3955723226750000000  189.85861  22.35037  272.58880  84.50010  11.88
3955723325530000000  189.89764  22.36118  272.86443  84.52704  10.14
3955742262040000000  189.91209  22.58514  271.81620  84.72880  9.79
3955748618590000000  190.11142  22.49085  274.06814  84.73484  10.32
3955749164050000000  190.17029  22.52565  274.42012  84.79084  12.07
3955749374510000000  190.06686  22.49936  273.62883  84.72308  10.44
3955751951490000000  190.14491  22.60844  273.76373  84.85325  11.27
3955754695970000000  190.35387  22.65218  275.47386  84.98036  11.68
3955761297340000000  190.36461  22.81102  274.74679  85.12665  12.46
3955762190690000000  190.04770  22.58038  273.03678  84.78591  11.32
3955770299590000000  190.21605  22.69752  273.94678  84.96271  12.35
3955773804280000000  190.20331  22.83608  273.07059  85.07914  11.40
3955774766360000000  190.11932  22.79191  272.53489  85.00298  12.46
3955776759220000000  190.19794  22.83782  273.01027  85.07828  11.28
3955776926720000000  190.22482  22.86722  273.09889  85.11597  9.94
3955778786440000000  190.17334  22.97167  272.00584  85.18393  8.68
3955784902480000000  189.36665  22.52931  267.60450  84.41524  10.72
3955793251890000000  189.53528  22.63738  268.33633  84.59133  9.85
3955795931950000000  189.60686  22.77385  268.12362  84.74163  12.49
3955796241190000000  189.68819  22.80717  268.61222  84.81058  10.62
3955799157470000000  189.40477  22.63134  267.31519  84.51950  12.24
3955804350090000000  189.27182  22.73961  265.61003  84.53787  12.48
3955811874870000000  189.39890  22.89690  265.64142  84.73396  11.30
3955817402490000000  189.97003  22.86396  270.75446  84.99631  11.58
3955817990910000000  189.93011  22.84310  270.51748  84.95947  11.52
3955830704010000000  189.96577  23.05367  269.55899  85.15594  11.49
3955838228790000000  189.58830  23.04953  266.23219  84.95956  11.05
3955838671170000000  189.63431  23.03767  266.70475  84.97419  12.00
3955839774980000000  189.58362  23.07223  266.04225  84.97556  11.41
3955851835250000000  191.32899  22.14861  286.99848  84.82988  10.74
3955852655590000000  191.30872  22.16544  286.74764  84.84111  11.99
3955854309150000000  191.22362  22.16137  285.91930  84.81556  11.90
3955854476650000000  191.22141  22.18818  285.81360  84.84071  11.68
3955856027140000000  191.25615  22.21532  286.07305  84.87579  11.55
3955863792440000000  191.33237  22.35078  286.41814  85.02546  12.35
3955873752470000000  191.09172  22.39281  283.82918  85.00013  11.68
3955876574260000000  191.28801  22.43041  285.70279  85.09047  10.50
3955883171330000000  191.28195  22.59649  285.06639  85.24776  11.63
3955885640940000000  191.56554  22.40168  288.69654  85.12971  11.27
3955885645230000000  191.56577  22.40134  288.69989  85.12943  11.45
3955887393280000000  191.76004  22.50281  290.52274  85.26823  11.73
3955887496360000000  191.75278  22.51165  290.42081  85.27548  11.40
3955900385560000000  191.76608  22.73160  289.98938  85.49302  10.93
3955905608240000000  191.48099  22.67580  286.95129  85.37546  10.31
3955906329790000000  191.49240  22.71484  286.94856  85.41590  12.37
3955913339180000000  191.71596  22.80342  289.20733  85.55276  12.18
3955916534640000000  191.50020  22.82154  286.67434  85.52062  12.18
3955920004970000000  190.88879  22.38097  281.85658  84.92691  11.18
3955922203990000000  190.97514  22.45796  282.41275  85.02654  12.05
3955928801060000000  191.05595  22.54530  282.89329  85.13380  10.82
3955932408840000000  191.14784  22.68282  283.31492  85.29150  12.49
3955932958590000000  190.97311  22.60893  281.78683  85.16773  11.97
3955933233470000000  190.95840  22.63038  281.54640  85.18308  12.11
3955938696670000000  190.66994  22.59571  278.79524  85.05156  11.11
3955938765390000000  190.66275  22.59726  278.71752  85.05035  11.71
3955946839930000000  190.94728  22.75233  280.90679  85.29335  11.65
3955949176390000000  190.99640  22.83660  281.05229  85.38828  12.40
3955949893650000000  190.94275  22.86305  280.35920  85.39484  11.60
3955953707580000000  190.94083  22.93393  280.00646  85.45992  11.91
3955957835040000000  191.39561  22.82738  285.47138  85.49923  11.24
3955961236660000000  191.14384  22.87428  282.48556  85.47097  12.48
3955963538760000000  191.25717  22.96543  283.36312  85.59151  10.69
3955973400000000000  191.09033  22.92358  281.68206  85.50032  10.84
3955994462520000000  191.87299  22.76234  291.14252  85.54348  10.84
3955998654410000000  191.91449  22.94869  291.15221  85.73371  12.29
3956009443370000000  191.80420  22.93713  289.85400  85.70127  10.93
3956131901480000000  190.49777  22.72391  276.49261  85.10293  12.24
3956132588670000000  190.57475  22.78099  276.96393  85.18482  12.32
3956133958760000000  190.67967  22.85011  277.67480  85.28799  11.64
3956136540040000000  190.44592  22.84070  275.38023  85.18697  12.07
3956145782810000000  190.65479  23.01752  276.54689  85.43021  11.53
3956150455730000000  190.36194  22.96306  273.88118  85.26030  11.84
3956151864480000000  190.44872  22.99507  274.56227  85.32575  12.19
3956153135790000000  190.24536  22.95119  272.81497  85.19865  10.95
3956154578900000000  190.30588  23.02044  272.99900  85.28620  12.12
3956155678410000000  190.43340  23.06688  273.99690  85.38284  11.03
3956202029700000000  190.23010  23.07504  271.93220  85.29959  11.82
3956202064060000000  190.20500  23.08015  271.65717  85.29247  12.45
3956414510320000000  194.16042  22.12936  316.51766  84.86327  10.30
3956416846790000000  194.00534  22.15144  314.99506  84.91548  12.36
3956421377980000000  194.22037  22.22244  317.36903  84.94088  10.80
3956428322940000000  194.27705  22.41234  318.50035  85.11174  10.11
3956431518390000000  193.88101  22.27974  313.98481  85.06355  10.51
3956433442540000000  193.90997  22.34213  314.42953  85.11979  12.49
3956434061010000000  193.94073  22.38240  314.85139  85.15373  9.48
3956434232810000000  193.97993  22.41831  315.35918  85.18154  12.49
3956437870650000000  193.83224  22.42170  313.76763  85.21137  10.83
3956438940100000000  194.03789  22.38393  315.89356  85.13660  12.09
3956445296650000000  194.07198  22.52441  316.63368  85.26658  12.47
3956451996800000000  194.34618  22.46027  319.37517  85.14099  10.64
3956453813570000000  194.31105  22.55292  319.30346  85.23898  11.58
3956472951940000000  194.20584  22.75704  318.82425  85.46165  11.03
3956486116020000000  193.78494  22.50892  313.43546  85.30499  12.27
3956489345830000000  193.70474  22.53549  312.59462  85.34367  11.50
3956493675160000000  193.98627  22.61332  315.93067  85.37087  11.82
3956509377560000000  193.68095  22.70409  312.66637  85.51360  10.40
3956518757770000000  194.08725  22.75529  317.47775  85.48766  10.45
3956553083150000000  194.74689  22.69231  324.43778  85.24548  11.87
3958664935750000000  188.46431  22.10753  263.47854  83.58478  12.38
3958667409650000000  188.48837  22.17147  263.28529  83.64899  10.00
3958668333070000000  188.51991  22.23174  263.15832  83.71449  11.69
3958675484190000000  188.71159  22.31630  263.98257  83.88969  12.43
3958685139270000000  188.33504  22.35240  261.25218  83.70108  11.83
3958691633260000000  188.38246  22.40025  261.28048  83.76591  12.18
3958710702920000000  189.07307  22.65018  264.62854  84.35732  10.62
3958714688650000000  188.98459  22.68821  263.73452  84.33834  11.83
3958841922760000000  189.46333  23.10342  264.81630  84.93559  11.09
3925024518500000000  179.86948  15.53612  254.14840  73.26755  10.35
3925117118000000000  180.15356  15.65528  254.55007  73.54308  12.26
3925129178270000000  180.27711  15.83109  254.42290  73.75229  12.48
3925181611230000000  179.55783  15.44798  253.61864  72.99491  11.24
3925184875400000000  179.49629  15.49604  253.35889  72.98755  11.99
3925190372960000000  179.19006  15.45877  252.73883  72.75274  10.81
3925192743780000000  179.11304  15.41377  252.67027  72.66834  11.83
3925196626430000000  179.31502  15.50345  252.91930  72.86959  12.27
3925198550580000000  179.33209  15.55869  252.82576  72.92024  11.33
3925203601460000000  179.29355  15.68949  252.41945  72.98580  11.65
3925205903560000000  179.65030  15.55073  253.58986  73.13066  12.46
3925207346670000000  179.68237  15.56769  253.62492  73.16441  12.06
3925209889290000000  179.56908  15.58658  253.31141  73.10122  12.14
3925212221460000000  179.67093  15.69233  253.29476  73.24538  11.62
3925221017550000000  179.84392  15.83708  253.35142  73.46539  11.79
3925224560900000000  179.59306  15.72707  253.02573  73.21708  12.12
3925242634120000000  178.98677  15.56845  252.01321  72.68989  12.05
3925253079480000000  179.07962  15.72757  251.83723  72.86482  12.22
3925270328070000000  178.89012  15.85129  251.10711  72.81832  11.41
3925288573090000000  179.37923  16.02372  251.79121  73.27782  10.70
3925291150070000000  179.47206  16.10639  251.79883  73.39942  12.32
3925291528030000000  179.44968  16.15719  251.61823  73.41903  11.77
3925296540260000000  179.04228  15.99792  251.08555  73.02537  12.09
3925308398660000000  179.25819  16.25268  250.93386  73.35095  11.25
3925312968510000000  180.01947  15.87386  253.68425  73.61022  11.22
3925332484840000000  179.68710  16.01233  252.54075  73.48212  11.94
3925363786560000000  180.17104  16.27514  253.04024  73.99749  12.24
3925373544730000000  180.42894  16.47464  253.16159  74.31360  12.09
3925375090910000000  180.41364  16.53650  252.96076  74.34677  12.49
3925376701530000000  180.18828  16.48499  252.53790  74.15659  12.20
3925378801770000000  180.32584  16.57441  252.64214  74.31339  11.63
3925382473960000000  179.76984  16.16441  252.35322  73.64531  11.66
3925384368040000000  179.54655  16.13821  251.89236  73.47306  11.37
3925386189110000000  179.55417  16.23754  251.65759  73.54709  9.65
3925395672400000000  179.85716  16.39532  251.96890  73.86619  11.31
3925417731350000000  180.15482  16.47672  252.47750  74.12786  12.32
3925423293330000000  180.00226  16.60687  251.76405  74.11301  12.40
3925433566890000000  179.79797  16.54983  251.42447  73.93176  11.48
3925436457410000000  179.93901  16.68657  251.40036  74.12390  11.22
3925437007160000000  179.76884  16.61196  251.19175  73.95403  12.19
3925437591280000000  179.79070  16.65448  251.13123  73.99838  12.17
3925437625640000000  179.79955  16.65804  251.14280  74.00701  12.24
3925445700180000000  179.89136  16.74294  251.13589  74.12923  10.95
3925449788980000000  179.99248  16.91588  250.91304  74.31792  12.14
3925803075810000000  180.31715  16.71326  252.25157  74.40427  12.50
3925803861790000000  180.32607  16.76062  252.14673  74.44330  11.84
3925804106610000000  180.44888  16.73585  252.51902  74.51053  12.23
3925807095900000000  180.28598  16.80120  251.93849  74.44373  11.18
3925816269950000000  180.39536  16.95694  251.78688  74.62696  12.19
3925816957150000000  180.45476  17.00329  251.80795  74.70007  11.76
3925819912090000000  180.19550  16.85888  251.56034  74.42074  11.93
3925823141900000000  180.20117  16.96457  251.28702  74.49715  12.10
3925827402510000000  180.15190  17.03818  250.96523  74.51288  11.70
3925828124060000000  180.17664  17.08093  250.90788  74.55928  12.00
3926048988460000000  178.97321  16.09546  250.68601  73.04354  11.74
3926058059430000000  179.06699  16.22801  250.56224  73.19971  10.92
3926058918430000000  179.11656  16.29494  250.50376  73.28008  11.23
3926077953720000000  178.98793  16.47866  249.74210  73.31266  12.17
3926081286620000000  178.96143  16.52009  249.57560  73.32144  9.34
3926131894210000000  178.71352  16.60361  248.81157  73.19890  12.44
3926131932870000000  178.69035  16.60255  248.76378  73.18150  11.68
3926134784730000000  178.80257  16.72225  248.69603  73.34119  10.54
3926146256590000000  178.57669  16.73712  248.16574  73.18726  11.87
3926152411270000000  178.60652  16.87851  247.85690  73.30074  11.77
3926162032000000000  179.28923  16.59114  250.12999  73.60229  12.12
3926162409960000000  179.30920  16.62632  250.08332  73.64012  11.97
3926172030690000000  179.20135  16.57195  249.98012  73.52704  12.27
3926174779460000000  179.20395  16.64339  249.79877  73.57676  10.91
3926174985620000000  179.13809  16.65950  249.60750  73.54057  12.48
3926179177510000000  179.10471  16.72482  249.36016  73.56017  10.33
3926185293540000000  179.28236  16.80997  249.53594  73.74385  10.93
3926192680890000000  179.67728  16.81602  250.43287  74.02842  12.08
3926192715250000000  179.68636  16.83121  250.41346  74.04508  11.83
3926204363200000000  179.81372  16.97037  250.33809  74.22891  11.42
3926214224440000000  179.44920  17.01651  249.36170  74.00036  10.81
3926214739840000000  179.48094  17.04480  249.35777  74.04184  11.87
3926216595270000000  179.61317  17.03821  249.68207  74.13195  12.39
3926232980570000000  179.12151  16.83755  249.09870  73.64689  11.16
3926242743030000000  178.80675  16.90822  248.21251  73.46580  11.13
3926248481100000000  178.77768  17.00360  247.89367  73.50652  12.07
3926248618540000000  178.73540  17.00370  247.80146  73.47572  12.08
3926253703780000000  179.06131  17.13260  248.16874  73.79662  9.82
3926263771190000000  179.20963  17.05809  248.70343  73.85548  9.35
3926269371820000000  179.44324  17.18957  248.87455  74.11024  12.39
3926272154960000000  179.57680  17.31838  248.82482  74.29101  11.53
3926277446360000000  179.17484  17.17295  248.31189  73.90530  10.90
3926282565960000000  178.99519  17.26593  247.65720  73.83455  12.43
3926288991230000000  179.35338  17.41305  248.04912  74.19077  9.07
3926331906550000000  178.32237  16.73923  247.61751  73.00312  12.31
3926346853030000000  178.44388  17.07564  246.98315  73.30792  10.43
3926452264420000000  178.78174  17.35907  246.93444  73.73721  11.48
3926456288800000000  178.47319  17.27480  246.50618  73.45571  12.29
3926464462120000000  178.75365  17.41316  246.72425  73.75070  11.57
3926476591110000000  178.89001  17.46378  246.87881  73.88349  12.06
3926579915140000000  180.11589  17.14002  250.59694  74.55660  12.22
3926582011080000000  179.92549  17.12649  250.17630  74.41297  12.32
3926584789930000000  180.16743  17.12946  250.75140  74.58574  11.43
3926589673310000000  180.13123  17.24324  250.34705  74.63700  10.42
3926599431470000000  179.69756  17.27971  249.21321  74.35243  11.67
3926600290460000000  179.85291  17.31258  249.48662  74.48542  10.67
3926601527410000000  179.76852  17.35202  249.17726  74.45105  9.87
3926601527414968704  179.76852  17.35202  249.17726  74.45105  9.87
3926646779190000000  179.63635  17.33103  248.92748  74.34222  11.59
3966526272090000000  173.21364  15.46563  241.51809  68.34513  12.19
3966526512610000000  173.16098  15.49226  241.37925  68.31951  12.15
3967293005350000000  172.61298  15.70259  240.09934  68.00930  11.41
3967295208670000000  172.79109  15.69853  240.37019  68.14784  12.43
3967301805740000000  172.79477  15.85788  240.02295  68.24148  9.90
3967312319820000000  172.63016  15.81605  239.87449  68.08727  12.31
3967314170950000000  172.69043  15.88089  239.81886  68.17176  11.70
3967315992020000000  172.57001  15.87644  239.65345  68.07359  11.51
3967318779450000000  172.58673  15.97158  239.46658  68.14033  12.39
3967319294850000000  172.61737  15.98690  239.47685  68.17331  11.96
3967365199460000000  172.45566  15.97513  239.26982  68.03786  12.33
3967368394920000000  172.40683  15.99918  239.14651  68.01231  10.43
3967368669790000000  172.38278  16.02621  239.05219  68.00813  12.36
3967385093750000000  172.38141  16.22388  238.60931  68.11628  12.35
3972273385010000000  174.02025  15.19465  243.38317  68.80836  11.58
3972274725040000000  174.12640  15.25142  243.43038  68.92423  9.74
3972278985640000000  174.06993  15.32756  243.17012  68.92695  10.56
3972301521340000000  174.25224  15.40274  243.29943  69.11245  11.74
3972305373920000000  174.25673  15.47786  243.13858  69.16125  10.28
3972465181070000000  173.85417  15.27421  242.94080  68.72871  12.25
3972471056580000000  173.71397  15.42179  242.39214  68.70864  12.09
3972477962890000000  173.61491  15.43543  242.20606  68.63990  10.97
3972479680880000000  173.38652  15.41735  241.89011  68.45163  9.99
3972490328100000000  173.72141  15.65771  241.87823  68.85395  11.60
3972490637340000000  173.63887  15.64295  241.78204  68.78097  12.23
3972494966660000000  174.08461  15.55283  242.69118  69.07354  11.90
3972495520710000000  174.13184  15.59612  242.66999  69.13588  12.24
3972496237970000000  173.92136  15.51353  242.51740  68.92385  11.83
3972498681810000000  174.06941  15.60757  242.54364  69.09444  10.43
3972500189340000000  174.02637  15.67919  242.31313  69.10364  11.49
3972500983910000000  174.24483  15.62478  242.78828  69.24027  12.26
3972502839340000000  174.27348  15.68174  242.70583  69.29642  10.41
3972503011140000000  174.27678  15.69927  242.67138  69.30943  11.59
3972526577620000000  174.02271  15.99841  241.58019  69.28842  11.78
3972544547770000000  173.15970  15.60971  241.11836  68.38685  11.95
3972549809100000000  173.00993  15.68445  240.72714  68.31235  12.42
3972560353250000000  173.36790  15.93255  240.71337  68.73680  10.73
3972565442780000000  173.73174  15.87525  241.40380  68.98925  12.47
