# Star   JD           PD[%]   sPD  EPVA[deg] sEVPA     q       sq        u       su
Mark_110        2460438.38352     0.67   0.22   58.92   10.11 -0.00314  0.00223  0.00595  0.00219
Mark_110        2460438.38383     0.57   0.22   60.61   12.40 -0.00294  0.00224  0.00485  0.00218
Mark_110        2460438.38414     0.43   0.22   23.84   17.95  0.00289  0.00224  0.00318  0.00219
Mark_110        2460438.38446     0.21   0.22   62.40   61.44 -0.00121  0.00224  0.00174  0.00219
Mark_110        2460438.38477     0.69   0.22   41.03    9.88  0.00095  0.00224  0.00680  0.00220
Mark_110        2460438.38508     0.16   0.22   35.06   61.44  0.00054  0.00224  0.00151  0.00219
Mark_112        2460459.42127     0.56   0.18   59.82    9.75 -0.00277  0.00180  0.00486  0.00176
Mark_112        2460459.42178     0.46   0.18   63.81   12.53 -0.00279  0.00181  0.00362  0.00177
Mark_112        2460459.42204     0.64   0.18   32.83    8.67  0.00262  0.00184  0.00579  0.00181
Mark_112        2460459.42229     0.34   0.19   60.02   19.61 -0.00169  0.00188  0.00293  0.00184
Mark_112        2460459.42255     0.31   0.19   73.28   22.27 -0.00263  0.00189  0.00173  0.00185
Mark_112        2460459.42280     0.68   0.19   35.56    8.35  0.00221  0.00192  0.00645  0.00188
Mark_112        2460459.42307     0.20   0.19   29.06   61.44  0.00106  0.00193  0.00171  0.00189
Mark_112        2460459.42331     0.55   0.22   54.21   13.00 -0.00174  0.00226  0.00522  0.00221
Mark_116        2460459.32184     0.36   0.21    9.70   20.44  0.00344  0.00206  0.00121  0.00200
Mark_116        2460459.32219     0.29   0.20   27.15   27.87  0.00170  0.00205  0.00237  0.00200
Mark_116        2460459.32253     0.41   0.20   42.72   16.76  0.00033  0.00207  0.00412  0.00202
Mark_116        2460459.32288     0.50   0.20   19.18   13.34  0.00389  0.00206  0.00308  0.00201
Mark_116        2460459.32323     0.26   0.20   33.67   61.44  0.00099  0.00206  0.00236  0.00201
Mark_116        2460459.32358     0.33   0.21   16.29   23.49  0.00279  0.00207  0.00178  0.00201
Mark_116        2460459.32394     0.19   0.20   35.34   61.44  0.00062  0.00207  0.00177  0.00202
Mark_116        2460459.32428     0.37   0.20   46.43   19.20 -0.00019  0.00206  0.00372  0.00201
Mark_118        2460461.40227     0.91   0.20   63.10    6.54 -0.00536  0.00204  0.00732  0.00198
Mark_118        2460461.40262     0.38   0.20   43.79   18.92  0.00016  0.00206  0.00376  0.00201
Mark_118        2460461.40296     0.19   0.20   54.98   61.44 -0.00064  0.00206  0.00177  0.00201
Mark_118        2460461.40331     0.55   0.20   67.94   11.56 -0.00398  0.00205  0.00386  0.00200
Mark_118        2460461.40366     0.68   0.20   50.57    9.04 -0.00131  0.00206  0.00663  0.00200
Mark_118        2460461.40400     0.54   0.20   31.34   12.00  0.00246  0.00207  0.00476  0.00201
Mark_118        2460461.40435     0.51   0.20   70.40   12.79 -0.00397  0.00205  0.00324  0.00201
Mark_118        2460461.40470     0.31   0.20   44.02   24.65  0.00011  0.00206  0.00315  0.00201
Mark_118        2460461.40523     0.24   0.20   61.41   61.44 -0.00129  0.00208  0.00200  0.00203
Mark_118        2460461.40558     0.51   0.20   74.79   13.07 -0.00437  0.00206  0.00257  0.00201
Mark_118        2460461.40593     0.35   0.21   68.72   21.94 -0.00256  0.00208  0.00235  0.00202
Mark_119        2460460.43538     0.13   0.22    3.48   61.44  0.00124  0.00218  0.00015  0.00215
Mark_119        2460460.43573     0.57   0.22   68.34   12.47 -0.00414  0.00224  0.00390  0.00218
Mark_119        2460460.43609     0.54   0.22   41.65   12.99  0.00063  0.00224  0.00541  0.00219
Mark_119        2460460.43644     0.88   0.22   37.55    7.41  0.00227  0.00223  0.00852  0.00218
Mark_119        2460460.43677     0.06   0.22  -53.31   61.44 -0.00016  0.00220 -0.00053  0.00215
Mark_119        2460460.43712     0.43   0.22   31.14   17.47  0.00199  0.00220  0.00379  0.00215
Mark_119        2460460.43747     0.20   0.22   30.34   61.44  0.00096  0.00220  0.00170  0.00215
Mark_119        2460460.43782     0.23   0.22   66.72   61.44 -0.00161  0.00221  0.00170  0.00216
Mark_119        2460460.43819     0.25   0.22   33.26   61.44  0.00099  0.00222  0.00227  0.00217
Mark_119        2460460.43854     0.43   0.22   36.63   17.12  0.00125  0.00221  0.00415  0.00215
Mark_119        2460460.43889     0.43   0.22   20.23   17.47  0.00329  0.00220  0.00280  0.00215
Mark_121        2460460.33091     0.46   0.15   42.22   10.04  0.00045  0.00153  0.00460  0.00150
Mark_121        2460460.33116     0.67   0.15   42.20    6.63  0.00065  0.00153  0.00667  0.00150
Mark_121        2460460.33140     0.33   0.15   45.42   15.50 -0.00005  0.00153  0.00325  0.00150
Mark_121        2460460.33164     0.65   0.15   61.96    6.89 -0.00361  0.00152  0.00537  0.00149
Mark_121        2460460.33189     0.54   0.15   48.51    8.56 -0.00066  0.00155  0.00534  0.00152
Mark_121        2460460.33213     0.23   0.15   70.98   26.47 -0.00180  0.00154  0.00141  0.00151
Mark_121        2460460.33262     0.45   0.15   54.23   10.53 -0.00142  0.00155  0.00425  0.00151
Mark_121        2460460.33306     0.58   0.15   50.95    7.71 -0.00120  0.00153  0.00568  0.00149
Mark_121        2460460.33329     0.32   0.15   48.12   15.60 -0.00035  0.00153  0.00322  0.00150
Mark_121        2460460.33354     0.44   0.15   64.60   10.66 -0.00277  0.00152  0.00339  0.00148
Mark_121        2460460.33378     0.42   0.15   67.14   11.62 -0.00290  0.00154  0.00297  0.00151
Mark_121        2460460.33403     0.66   0.15   46.93    6.81 -0.00044  0.00154  0.00658  0.00151
Mark_122        2460432.38536     0.90   0.33   55.15   11.80 -0.00311  0.00340  0.00842  0.00333
Mark_122        2460432.38572     0.36   0.47   20.22   61.44  0.00275  0.00472  0.00234  0.00461
Mark_122        2460432.38610     0.16   0.21   56.72   61.44 -0.00063  0.00215  0.00144  0.00211
Mark_122        2460432.38647     0.15   0.20  -28.90   61.44  0.00078  0.00199 -0.00124  0.00195
Mark_122        2460432.38684     0.35   0.21    5.78   21.73  0.00343  0.00206  0.00070  0.00202
Mark_122        2460432.38721     0.72   0.30   -8.66   13.40  0.00687  0.00297 -0.00214  0.00292
Mark_122        2460432.38795     0.28   0.35   65.08   61.44 -0.00179  0.00352  0.00213  0.00343
Mark_122        2460432.38832     0.28   0.22   51.23   61.44 -0.00060  0.00223  0.00270  0.00218
Mark_122        2460432.38869     0.30   0.22   32.09   61.44  0.00133  0.00221  0.00274  0.00217
Mark_122        2460432.38906     0.18   0.21   43.31   61.44  0.00011  0.00216  0.00181  0.00212
Mark_122        2460432.38943     0.17   0.26   31.79   61.44  0.00076  0.00266  0.00153  0.00258
Mark_123        2460461.32784     0.52   0.20   44.23   12.52  0.00014  0.00208  0.00520  0.00203
Mark_123        2460461.32818     0.42   0.21   24.62   16.88  0.00273  0.00208  0.00317  0.00204
Mark_123        2460461.32853     0.73   0.20   29.72    8.52  0.00370  0.00208  0.00627  0.00204
Mark_123        2460461.32888     0.31   0.21   47.96   25.53 -0.00032  0.00210  0.00312  0.00205
Mark_123        2460461.32922     0.44   0.21   68.13   16.10 -0.00315  0.00209  0.00302  0.00205
Mark_123        2460461.32957     0.40   0.21   25.92   17.97  0.00247  0.00208  0.00314  0.00204
Mark_123        2460461.32992     0.67   0.20   35.32    9.26  0.00224  0.00208  0.00637  0.00204
Mark_123        2460461.33027     0.64   0.21   45.38    9.91 -0.00008  0.00208  0.00638  0.00205
Mark_123        2460461.33105     0.51   0.21   49.52   13.22 -0.00079  0.00210  0.00499  0.00206
Mark_123        2460461.33140     0.17   0.21    6.04   61.44  0.00167  0.00208  0.00036  0.00204
Mark_123        2460461.33175     0.15   0.21  -14.42   61.44  0.00135  0.00209 -0.00075  0.00206
Mark_123        2460461.33209     0.57   0.21   25.62   11.27  0.00359  0.00208  0.00447  0.00204
Mark_123        2460461.33244     0.54   0.21   32.22   12.08  0.00234  0.00209  0.00489  0.00205
Mark_124        2460460.29818     0.64   0.23   43.08   11.29  0.00043  0.00233  0.00634  0.00228
Mark_124        2460460.29852     0.55   0.22   64.00   13.12 -0.00340  0.00226  0.00435  0.00222
Mark_124        2460460.29885     0.70   0.23   25.22   10.03  0.00447  0.00230  0.00541  0.00226
Mark_124        2460460.29919     0.74   0.23   41.86    9.34  0.00081  0.00232  0.00736  0.00226
Mark_124        2460460.29953     0.79   0.23   53.24    8.86 -0.00223  0.00234  0.00753  0.00228
Mark_124        2460460.29986     0.65   0.23   50.26   11.09 -0.00119  0.00234  0.00641  0.00230
Mark_124        2460460.30020     0.74   0.23   42.27    9.28  0.00070  0.00228  0.00738  0.00225
Mark_124        2460460.30053     1.00   0.22   47.61    6.64 -0.00091  0.00227  0.00992  0.00223
Mark_127        2460459.42560     0.10   0.15   46.58   61.44 -0.00005  0.00154  0.00096  0.00150
Mark_127        2460459.42586     0.10   0.14  -50.09   61.44 -0.00018  0.00146 -0.00099  0.00143
Mark_127        2460459.42611     0.37   0.22    1.51   22.70  0.00371  0.00225  0.00020  0.00220
Mark_127        2460459.42637     0.29   0.17  -17.00   21.67  0.00240  0.00171 -0.00162  0.00167
Mark_127        2460459.42662     0.47   0.18   -1.53   11.98  0.00472  0.00178 -0.00025  0.00174
Mark_127        2460459.42689     0.29   0.18    6.13   24.79  0.00279  0.00183  0.00061  0.00179
Mark_127        2460459.42714     0.15   0.14   37.09   61.44  0.00041  0.00145  0.00143  0.00142
Mark_127        2460459.42740     0.19   0.14   19.58   61.44  0.00151  0.00146  0.00123  0.00142
Mark_128        2460461.39625     0.30   0.20   17.28   25.95  0.00247  0.00200  0.00170  0.00194
Mark_128        2460461.39664     0.58   0.20   14.63   10.64  0.00505  0.00199  0.00283  0.00193
Mark_128        2460461.39703     0.19   0.20   13.24   61.44  0.00172  0.00199  0.00086  0.00193
Mark_128        2460461.39741     0.15   0.20   59.38   61.44 -0.00071  0.00200  0.00129  0.00195
Mark_128        2460461.39779     0.21   0.20   -6.81   61.44  0.00200  0.00199 -0.00048  0.00193
Mark_128        2460461.39817     0.55   0.19   39.88   11.13  0.00097  0.00200  0.00539  0.00194
Mark_128        2460461.39856     0.40   0.19   40.08   16.33  0.00069  0.00199  0.00396  0.00193
Mark_128        2460461.39895     0.31   0.20   41.89   24.79  0.00033  0.00201  0.00304  0.00196
Mark_131        2460459.41117     0.09   0.17   86.03   61.44 -0.00090  0.00171  0.00013  0.00167
Mark_131        2460459.41155     0.17   0.17   33.20   61.44  0.00068  0.00176  0.00155  0.00172
Mark_131        2460459.41182     0.15   0.18   21.58   61.44  0.00108  0.00180  0.00101  0.00175
Mark_131        2460459.41207     0.33   0.19   19.63   21.50  0.00258  0.00197  0.00211  0.00191
Mark_131        2460459.41245     0.33   0.19   42.71   19.97  0.00027  0.00190  0.00333  0.00185
Mark_131        2460459.41271     0.24   0.18   34.58   61.44  0.00085  0.00183  0.00222  0.00178
Mark_131        2460459.41296     0.25   0.18   17.46   61.44  0.00205  0.00180  0.00143  0.00175
Mark_131        2460459.41322     0.30   0.20  -77.03   26.99 -0.00266  0.00201 -0.00129  0.00196
Mark_132        2460460.38431     0.67   0.16   57.04    6.92 -0.00275  0.00159  0.00615  0.00156
Mark_132        2460460.38455     0.92   0.15   65.60    4.93 -0.00604  0.00157  0.00690  0.00153
Mark_132        2460460.38479     0.42   0.15   60.20   11.53 -0.00213  0.00156  0.00363  0.00153
Mark_132        2460460.38503     0.32   0.15   43.48   16.05  0.00017  0.00155  0.00320  0.00152
Mark_132        2460460.38528     0.61   0.15   64.39    7.57 -0.00381  0.00156  0.00474  0.00152
Mark_132        2460460.38552     0.53   0.15   52.11    8.68 -0.00131  0.00156  0.00517  0.00152
Mark_132        2460460.38576     0.21   0.15   29.67   61.44  0.00109  0.00155  0.00184  0.00152
Mark_132        2460460.38602     0.55   0.15   46.11    8.40 -0.00021  0.00155  0.00547  0.00152
Mark_141        2460460.32655     0.37   0.18   53.78   17.12 -0.00112  0.00188  0.00354  0.00184
Mark_141        2460460.32685     0.09   0.18   33.61   61.44  0.00035  0.00188  0.00084  0.00184
Mark_141        2460460.32715     0.56   0.19   48.38   10.30 -0.00066  0.00190  0.00553  0.00185
Mark_141        2460460.32745     0.35   0.18   56.70   18.73 -0.00139  0.00189  0.00320  0.00184
Mark_141        2460460.32775     0.24   0.19   58.18   61.44 -0.00107  0.00189  0.00216  0.00185
Mark_141        2460460.32806     0.45   0.18   47.41   13.16 -0.00038  0.00188  0.00451  0.00184
Mark_141        2460460.32836     0.25   0.19   41.55   61.44  0.00030  0.00188  0.00250  0.00185
Mark_141        2460460.32866     0.16   0.18   61.79   61.44 -0.00090  0.00188  0.00136  0.00183
Mark_144        2460461.40792     0.30   0.17   22.68   19.72  0.00213  0.00169  0.00215  0.00164
Mark_144        2460461.40859     0.27   0.17   81.47   23.69 -0.00261  0.00170  0.00080  0.00166
Mark_144        2460461.40891     0.16   0.17   69.78   61.44 -0.00120  0.00169  0.00102  0.00165
Mark_144        2460461.40924     0.27   0.17  -82.79   23.75 -0.00261  0.00168 -0.00067  0.00165
Mark_144        2460461.40956     0.49   0.16   54.56   10.32 -0.00161  0.00168  0.00465  0.00163
Mark_144        2460461.40988     0.35   0.17   72.21   16.00 -0.00287  0.00168  0.00205  0.00164
Mark_144        2460461.41021     0.24   0.17   86.38   28.18 -0.00241  0.00169  0.00031  0.00165
Mark_144        2460461.41075     0.64   0.17   66.28    7.88 -0.00431  0.00169  0.00469  0.00165
Mark_149        2460461.36021     0.17   0.10   60.15   19.72 -0.00088  0.00097  0.00150  0.00095
Mark_149        2460461.36045     0.24   0.10   29.21   12.63  0.00127  0.00097  0.00207  0.00095
Mark_149        2460461.36069     0.12   0.10   35.52   61.44  0.00038  0.00097  0.00110  0.00096
Mark_149        2460461.36094     0.08   0.10   68.36   61.44 -0.00061  0.00097  0.00057  0.00095
Mark_149        2460461.36118     0.43   0.10   69.21    6.64 -0.00320  0.00097  0.00284  0.00094
Mark_149        2460461.36142     0.41   0.10   44.61    6.86  0.00006  0.00097  0.00412  0.00095
Mark_149        2460461.36167     0.24   0.10   63.79   12.72 -0.00148  0.00097  0.00192  0.00095
Mark_149        2460461.36191     0.25   0.10   41.13   12.26  0.00033  0.00098  0.00245  0.00095
Mark_150        2460460.41052     0.34   0.13   54.75   12.25 -0.00112  0.00131  0.00318  0.00129
Mark_150        2460460.41078     0.31   0.13   71.19   13.72 -0.00247  0.00132  0.00190  0.00129
Mark_150        2460460.41103     0.29   0.13   51.66   14.56 -0.00068  0.00132  0.00286  0.00129
Mark_150        2460460.41155     0.31   0.13   57.47   13.66 -0.00131  0.00132  0.00281  0.00129
Mark_150        2460460.41181     0.41   0.13   54.26    9.82 -0.00130  0.00131  0.00387  0.00130
Mark_150        2460460.41219     0.28   0.13   39.72   15.83  0.00050  0.00133  0.00271  0.00129
Mark_150        2460460.41244     0.24   0.13  -82.91   20.06 -0.00228  0.00131 -0.00058  0.00129
Mark_150        2460460.41270     0.37   0.13   73.99   11.32 -0.00310  0.00132  0.00194  0.00130
Mark_151        2460461.43060     0.20   0.28  -84.90   61.44 -0.00198  0.00279 -0.00036  0.00273
Mark_151        2460461.43094     0.31   0.21   55.30   27.53 -0.00110  0.00218  0.00293  0.00214
Mark_151        2460461.43127     0.46   0.21   70.11   15.77 -0.00351  0.00216  0.00293  0.00210
Mark_151        2460461.43161     0.23   0.19   72.65   61.44 -0.00186  0.00189  0.00129  0.00184
Mark_151        2460461.43194     0.34   0.35   73.65   61.44 -0.00290  0.00355  0.00186  0.00343
Mark_151        2460461.43228     0.09   0.33   41.45   61.44  0.00011  0.00342  0.00089  0.00331
Mark_151        2460461.43262     0.18   0.19   56.77   61.44 -0.00073  0.00190  0.00167  0.00185
Mark_151        2460461.43295     0.43   0.23   57.99   18.56 -0.00189  0.00232  0.00388  0.00226
Mark_151        2460461.43336     0.63   0.19   50.40    9.04 -0.00118  0.00193  0.00617  0.00186
Mark_151        2460461.43369     0.43   0.18   47.84   14.21 -0.00042  0.00189  0.00424  0.00184
Mark_151        2460461.43403     0.32   0.19    4.11   21.69  0.00319  0.00189  0.00046  0.00183
Mark_151        2460461.43436     0.25   0.18   47.75   61.44 -0.00024  0.00189  0.00252  0.00184
Mark_154        2460461.42704     0.46   0.20   77.58   13.90 -0.00419  0.00197  0.00194  0.00191
Mark_154        2460461.42734     0.29   0.19   42.79   25.59  0.00023  0.00199  0.00293  0.00192
Mark_154        2460461.42764     0.73   0.19   63.64    7.92 -0.00443  0.00196  0.00581  0.00190
Mark_154        2460461.42794     0.51   0.19   56.46   11.71 -0.00200  0.00195  0.00473  0.00189
Mark_154        2460461.42824     0.43   0.19   50.62   14.61 -0.00084  0.00195  0.00421  0.00189
Mark_154        2460461.42854     0.58   0.19   27.83   10.06  0.00329  0.00194  0.00482  0.00188
Mark_154        2460461.42884     0.35   0.19   74.43   20.31 -0.00296  0.00195  0.00179  0.00190
Mark_154        2460461.42914     0.22   0.19   65.74   61.44 -0.00143  0.00195  0.00162  0.00190
Mark_163        2460426.36785     0.45   0.21   34.38   15.46  0.00163  0.00212  0.00418  0.00206
Mark_163        2460426.36810     1.00   0.21   36.18    6.14  0.00302  0.00214  0.00950  0.00207
Mark_163        2460426.36836     0.84   0.21   34.48    7.55  0.00300  0.00215  0.00779  0.00210
Mark_163        2460426.36862     0.90   0.21   33.33    6.78  0.00357  0.00210  0.00828  0.00205
Mark_163        2460426.36888     0.94   0.21   38.79    6.51  0.00202  0.00212  0.00917  0.00206
Mark_163        2460426.36925     0.76   0.21   39.02    8.26  0.00158  0.00216  0.00748  0.00209
Mark_163        2460426.36950     0.57   0.21   27.42   11.77  0.00330  0.00218  0.00469  0.00211
Mark_163        2460426.36976     0.93   0.21   30.62    6.65  0.00447  0.00213  0.00814  0.00207
Mark_164        2460426.37161     0.65   0.24   44.60   11.72  0.00009  0.00251  0.00649  0.00240
Mark_164        2460426.37193     0.62   0.25   59.30   12.62 -0.00299  0.00252  0.00548  0.00243
Mark_164        2460426.37226     0.72   0.24   46.33   10.46 -0.00033  0.00252  0.00722  0.00243
Mark_164        2460426.37258     0.90   0.23   50.84    7.82 -0.00181  0.00239  0.00877  0.00233
Mark_164        2460426.37291     0.81   0.24   64.01    9.09 -0.00499  0.00246  0.00638  0.00238
Mark_164        2460426.37323     0.52   0.24    5.45   15.44  0.00514  0.00241  0.00099  0.00234
Mark_164        2460426.37355     1.00   0.24   19.18    7.26  0.00787  0.00248  0.00623  0.00238
Mark_166        2460426.37557     0.48   0.16   41.63   10.55  0.00056  0.00166  0.00475  0.00162
Mark_166        2460426.37576     0.12   0.18  -86.94   61.44 -0.00118  0.00178 -0.00013  0.00173
Mark_166        2460426.37596     0.61   0.17   42.76    8.18  0.00048  0.00170  0.00610  0.00166
Mark_166        2460426.37616     0.54   0.17   61.00    9.69 -0.00285  0.00172  0.00456  0.00168
Mark_166        2460426.37635     0.05   0.17   89.83   61.44 -0.00054  0.00173  0.00000  0.00170
Mark_166        2460426.37668     0.19   0.17   39.13   61.44  0.00039  0.00171  0.00186  0.00167
Mark_166        2460426.37688     0.47   0.17   25.41   11.09  0.00297  0.00168  0.00364  0.00165
Mark_166        2460426.37707     0.18   0.17   55.37   61.44 -0.00063  0.00169  0.00167  0.00165
Mark_167        2460459.33637     0.30   0.21   58.28   28.92 -0.00136  0.00218  0.00271  0.00213
Mark_167        2460459.33669     0.63   0.21   61.10   10.60 -0.00336  0.00218  0.00534  0.00213
Mark_167        2460459.33701     0.27   0.22   25.55   61.44  0.00169  0.00219  0.00210  0.00215
Mark_167        2460459.33734     0.40   0.21   31.16   19.40  0.00184  0.00218  0.00350  0.00214
Mark_167        2460459.33766     0.60   0.21   38.66   11.31  0.00131  0.00219  0.00582  0.00214
Mark_167        2460459.33799     0.30   0.21   42.63   61.44  0.00025  0.00219  0.00298  0.00212
Mark_167        2460459.33832     0.15   0.22   12.10   61.44  0.00139  0.00219  0.00062  0.00213
Mark_167        2460459.33865     0.24   0.22   84.32   61.44 -0.00236  0.00218  0.00047  0.00213
Mark_167        2460459.33899     0.21   0.22   26.29   61.44  0.00125  0.00219  0.00164  0.00213
Mark_167        2460459.33932     0.20   0.22   25.87   61.44  0.00124  0.00221  0.00157  0.00214
Mark_167        2460459.33964     0.67   0.22   70.11   10.10 -0.00511  0.00219  0.00426  0.00214
Mark_167        2460459.33997     0.49   0.21   45.31   14.48 -0.00005  0.00219  0.00488  0.00214
Mark_168        2460460.38807     0.21   0.23  -81.34   61.44 -0.00199  0.00228 -0.00062  0.00223
Mark_168        2460460.38840     0.36   0.22  -67.26   23.77 -0.00252  0.00228 -0.00256  0.00221
Mark_168        2460460.38874     0.40   0.22   72.51   20.64 -0.00325  0.00226  0.00227  0.00222
Mark_168        2460460.38907     0.28   0.22   62.50   61.44 -0.00163  0.00225  0.00233  0.00219
Mark_168        2460460.38941     0.31   0.22   47.71   61.44 -0.00029  0.00226  0.00304  0.00220
Mark_168        2460460.38976     0.36   0.22  -46.37   23.51 -0.00017  0.00226 -0.00357  0.00221
Mark_168        2460460.39009     0.22   0.23   18.37   61.44  0.00174  0.00228  0.00130  0.00222
Mark_168        2460460.39043     0.13   0.22  -36.97   61.44  0.00036  0.00230 -0.00123  0.00224
Mark_171        2460459.38679     0.10   0.21  -49.85   61.44 -0.00017  0.00212 -0.00102  0.00206
Mark_171        2460459.38708     0.44   0.21   37.07   15.70  0.00121  0.00211  0.00426  0.00206
Mark_171        2460459.38737     0.11   0.21   10.58   61.44  0.00102  0.00213  0.00039  0.00208
Mark_171        2460459.38766     0.20   0.21  -50.79   61.44 -0.00040  0.00214 -0.00197  0.00208
Mark_171        2460459.38795     0.27   0.21   12.30   61.44  0.00242  0.00214  0.00111  0.00208
Mark_171        2460459.38824     0.38   0.22   27.94   21.31  0.00212  0.00224  0.00313  0.00217
Mark_171        2460459.38853     0.35   0.22    9.78   24.50  0.00332  0.00225  0.00118  0.00218
Mark_171        2460459.38882     0.21   0.23    1.58   61.44  0.00206  0.00233  0.00011  0.00227
Mark_182        2460459.32904     0.33   0.15   42.94   14.52  0.00024  0.00148  0.00329  0.00145
Mark_182        2460459.32924     0.41   0.15   25.30   11.10  0.00263  0.00149  0.00320  0.00145
Mark_182        2460459.32943     0.13   0.15   -5.73   61.44  0.00130  0.00148 -0.00026  0.00145
Mark_182        2460459.32979     0.21   0.15   81.51   28.57 -0.00203  0.00149  0.00062  0.00145
Mark_182        2460459.32999     0.32   0.15   48.84   15.22 -0.00043  0.00148  0.00316  0.00145
Mark_182        2460459.33019     0.23   0.15   -5.08   25.90  0.00222  0.00149 -0.00040  0.00146
Mark_182        2460459.33056     0.14   0.15   -1.05   61.44  0.00139  0.00149 -0.00005  0.00146
Mark_182        2460459.33075     0.30   0.15    2.63   16.85  0.00302  0.00149  0.00028  0.00146
Mark_183        2460461.36721     0.37   0.21   50.12   20.30 -0.00066  0.00214  0.00367  0.00209
Mark_183        2460461.36757     0.67   0.21   45.88    9.43 -0.00021  0.00212  0.00670  0.00206
Mark_183        2460461.36793     0.64   0.21   53.29   10.00 -0.00182  0.00212  0.00612  0.00206
Mark_183        2460461.36829     0.28   0.21   51.73   61.44 -0.00066  0.00211  0.00277  0.00206
Mark_183        2460461.36865     0.34   0.21   35.96   22.56  0.00106  0.00212  0.00324  0.00205
Mark_183        2460461.36900     0.26   0.21   41.33   61.44  0.00033  0.00213  0.00256  0.00208
Mark_183        2460461.36937     0.52   0.21   59.29   12.89 -0.00248  0.00211  0.00455  0.00206
Mark_183        2460461.36973     0.43   0.21   35.39   16.12  0.00143  0.00211  0.00410  0.00206
Mark_184        2460459.33190     0.25   0.22  -24.78   61.44  0.00163  0.00226 -0.00191  0.00220
Mark_184        2460459.33225     0.26   0.22   79.30   61.44 -0.00246  0.00225  0.00097  0.00219
Mark_184        2460459.33259     0.55   0.22   46.92   12.90 -0.00037  0.00225  0.00549  0.00220
Mark_184        2460459.33294     0.18   0.22   15.64   61.44  0.00153  0.00225  0.00093  0.00220
Mark_184        2460459.33329     0.42   0.22   43.72   18.60  0.00019  0.00225  0.00415  0.00219
Mark_184        2460459.33363     0.18   0.22   12.53   61.44  0.00165  0.00225  0.00077  0.00220
Mark_184        2460459.33398     0.51   0.22   11.13   14.30  0.00476  0.00224  0.00195  0.00219
Mark_184        2460459.33433     0.12   0.22   34.43   61.44  0.00042  0.00226  0.00108  0.00220
Mark_188        2460426.38709     0.42   0.25   76.66   22.30 -0.00372  0.00250  0.00187  0.00243
Mark_188        2460426.38741     0.66   0.24   27.15   11.82  0.00382  0.00249  0.00532  0.00242
Mark_188        2460426.38772     0.22   0.25   55.30   61.44 -0.00078  0.00254  0.00208  0.00247
Mark_188        2460426.38803     0.40   0.25   -0.20   22.98  0.00405  0.00247 -0.00003  0.00240
Mark_188        2460426.38834     0.49   0.24   42.30   16.99  0.00046  0.00253  0.00490  0.00243
Mark_188        2460426.38866     0.76   0.24   44.05    9.85  0.00025  0.00252  0.00760  0.00243
Mark_188        2460426.38897     0.02   0.25   -7.80   61.44  0.00021  0.00251 -0.00006  0.00242
Mark_188        2460426.38928     0.33   0.26  -78.32   61.44 -0.00306  0.00261 -0.00132  0.00248
Mark_189        2460460.33574     0.39   0.14   40.28   11.76  0.00064  0.00147  0.00383  0.00144
Mark_189        2460460.33601     0.17   0.15   -7.91   61.44  0.00166  0.00147 -0.00047  0.00143
Mark_189        2460460.33626     0.37   0.14   42.74   12.33  0.00029  0.00146  0.00370  0.00143
Mark_189        2460460.33652     0.41   0.14   50.61   10.89 -0.00080  0.00146  0.00403  0.00143
Mark_189        2460460.33677     0.39   0.14   37.78   11.49  0.00097  0.00145  0.00378  0.00142
Mark_189        2460460.33703     0.40   0.14   67.71   11.37 -0.00283  0.00145  0.00279  0.00142
Mark_189        2460460.33728     0.22   0.14   48.70   25.54 -0.00028  0.00146  0.00217  0.00143
Mark_189        2460460.33753     0.02   0.14   54.97   61.44 -0.00007  0.00146  0.00018  0.00143
Mark_191        2460438.32618     0.30   0.19   80.69   25.17 -0.00285  0.00195  0.00096  0.00191
Mark_191        2460438.32635     0.27   0.19   62.15   61.44 -0.00153  0.00198  0.00225  0.00193
Mark_191        2460438.32669     0.38   0.20   69.51   17.76 -0.00289  0.00197  0.00251  0.00193
Mark_191        2460438.32686     0.62   0.19   62.49    9.52 -0.00358  0.00195  0.00512  0.00193
Mark_191        2460438.32733     0.57   0.19   62.44   10.55 -0.00327  0.00196  0.00470  0.00193
Mark_191        2460438.32750     0.31   0.19   72.30   24.27 -0.00251  0.00196  0.00178  0.00192
Mark_191        2460438.32796     0.26   0.19   62.26   61.44 -0.00145  0.00197  0.00211  0.00192
Mark_191        2460438.32814     0.53   0.20   82.44   11.76 -0.00515  0.00198  0.00139  0.00194
Mark_191        2460438.32860     0.48   0.20   75.72   13.43 -0.00418  0.00197  0.00227  0.00194
Mark_192        2460459.37657     0.13   0.16   64.24   61.44 -0.00084  0.00165  0.00105  0.00160
Mark_192        2460459.37678     0.33   0.17   74.78   17.93 -0.00284  0.00170  0.00167  0.00166
Mark_192        2460459.37699     0.31   0.16   59.94   18.43 -0.00156  0.00168  0.00272  0.00163
Mark_192        2460459.37734     0.22   0.17   76.21   61.44 -0.00194  0.00166  0.00101  0.00161
Mark_192        2460459.37755     0.39   0.16   64.30   13.18 -0.00243  0.00161  0.00305  0.00157
Mark_192        2460459.37775     0.25   0.16   86.74   24.75 -0.00250  0.00161  0.00029  0.00156
Mark_192        2460459.37810     0.20   0.16   67.12   61.44 -0.00139  0.00158  0.00143  0.00153
Mark_192        2460459.37831     0.33   0.15   58.93   15.38 -0.00156  0.00157  0.00295  0.00152
