pix,n_stars,ra_mean,dec_mean,l_mean,b_mean,q_gal,sq_gal,u_gal,su_gal,Q_planck_KCMB,U_planck_KCMB,I_planck_KCMB,sQ_planck_KCMB,sU_planck_KCMB
2995420,1,173.76079,16.01056,241.14093251929083,69.0904872690081,0.33801382545632946,0.054044922737998595,0.014786946959330423,0.04260453410429179,-1.6603011617218625e-05,4.5530157264558695e-05,0.0011491527511120632,3.693944663915702e-05,0.0
2995454,1,173.92517,16.22557,240.90215003229295,69.34344789122201,0.0438783217419246,0.13039733090381572,0.19468870763634993,0.12164923383713025,1.9347184718511377e-05,3.2917023502016844e-05,0.0009059980147740759,3.726494867975086e-05,0.0
2995463,1,173.92136,15.51353,242.51739549947888,68.92385592420281,-0.0367937538188291,0.06905686808595919,-0.0661681167929041,0.08325352226878112,-7.122697713616269e-05,-7.049660737240325e-06,0.0010034816282079115,3.511407252535476e-05,0.0
2995506,1,174.02637,15.67919,242.31313675041739,69.10363862484368,0.31344640892603826,0.0757680516617463,-0.11342552063522054,0.07423747266295468,-6.255333987757196e-05,1.2766123770838088e-05,0.0012028697556706017,3.569047371233587e-05,0.0
2995511,1,174.27348,15.68174,242.70581671400507,69.2964219522004,0.3100958869161263,0.09219460080178184,-0.19126040080921367,0.09491657169851896,-5.234055710731895e-05,2.046740592211235e-05,0.001090682166288293,3.544652353448252e-05,0.0
2995522,1,174.25673,15.47786,243.13858624176154,69.1612447546593,0.23289315611431155,0.06725094632169272,-0.0767188232125266,0.08323046448769106,-6.605062837959103e-05,1.5840437567376444e-05,0.0009809902233059915,3.5063261361082604e-05,0.0
2995595,1,174.02271,15.99841,241.58018702995506,69.2884299750999,0.008536039342423278,0.20410328088250426,-0.8051603169756596,0.17368606948456616,1.0385716000800402e-05,2.9428962053252163e-05,0.001135665269052124,3.6387085881316465e-05,0.0
2995626,1,174.04788,16.17833,241.20452731113306,69.41255191912548,0.02475982505171496,0.126,-0.10731705858533615,0.126,3.091123560767775e-05,1.0364364039150978e-05,0.0008978745968706171,3.6786240737978024e-05,0.0
2995631,1,174.23676,16.17048,241.52278933135247,69.55582775891081,0.1943025978240939,0.06703805959927955,-0.21348653465455006,0.06896302317302687,-4.884034608985709e-06,7.193396674877699e-07,0.0007281603526362633,3.649835777026634e-05,0.0
3008274,1,178.98677,15.56845,252.01320448589001,72.68988958311755,0.41715506121322454,0.06874816237254289,-0.1750275832667264,0.08753679323803494,-9.666192759756105e-05,-7.388737496161901e-05,0.0012885730243535148,2.3431858690078816e-05,0.0
3008328,1,179.33209,15.55869,252.82575525620265,72.92023647507459,0.49966177657231947,0.06274057107291764,0.13660200962135763,0.061266799667064116,-0.0001556248737345129,-0.00010928141873546443,0.0015837643222935305,2.258009654715621e-05,0.0
3008418,1,178.97321,16.09546,250.6860298326265,73.04353715684564,0.40391744202904317,0.06527040763821801,0.011649035355537612,0.08579495257147036,-9.334815097909197e-05,-0.00010876736482431893,0.0011328479916314104,2.5744235005658125e-05,0.0
3008438,1,179.37923,16.02372,251.7912149477869,73.27782010522543,0.2688933590444433,0.04070166019231381,0.2935325560509364,0.040600182974826815,-0.00019316578920725543,-0.00021996906854010296,0.002040595677513095,2.4512802986917656e-05,0.0
3008473,1,179.84392,15.83708,253.35141633254412,73.46539327264206,1.1105266070314446,0.10784969245742254,0.8208310758464422,0.10312343980317652,-0.0002023353695826774,-0.00019710955047956845,0.002271170647637706,2.169516888121648e-05,0.0
3009643,1,178.69035,16.60255,248.76378383919874,73.18149298797199,0.17696611436063303,0.09043976973286737,-0.07939769749872701,0.12399454847155952,-4.583804820227194e-05,-3.728920487595977e-05,0.001194110199100137,2.9409842073205418e-05,0.0
3009737,1,178.80257,16.72225,248.69603636781247,73.34119693645069,0.23763788059644367,0.06965866437192426,-0.07733199664841447,0.08926180861891386,-6.459046477218564e-05,-3.5772792309650325e-05,0.001421868392188445,2.9627202697370288e-05,0.0
3009768,1,178.80675,16.90822,248.2125101878021,73.46580425619813,0.49651245829052687,0.10276772318684994,0.10212432992337249,0.12214251950484314,-9.17200717788554e-05,-3.202788367909932e-05,0.001649484824022553,3.0280201128513632e-05,0.0
3009789,1,179.28236,16.80997,249.53591857757286,73.74385145770316,0.011176345557529084,0.046980282782841824,0.24633328906174798,0.04402105211877852,7.705056878254986e-06,-0.00011890881775785254,0.0026232744001825877,2.7743794910370565e-05,0.0
3009820,1,179.55417,16.23754,251.65760013955853,73.54708907245374,0.7061282493421496,0.03582444265546955,0.4870655966920588,0.03534981341428797,-0.00015937403881565294,-0.0002084311308930964,0.002294094371482952,2.4737400654462204e-05,0.0
3009978,1,179.67728,16.81602,250.43288987619155,74.02841901388231,0.44685512787110343,0.07443620372107868,0.012668650097777574,0.09967573212971186,-5.616933174802679e-05,-3.7688872891981605e-05,0.0016257808547443377,2.6873692837776166e-05,0.0
3010002,1,180.18828,16.48499,252.53789933151128,74.15659639796125,0.6841642552244896,0.055014068677258755,-0.0005214145368578417,0.07899020349115361,-0.00014484200703816118,-3.5948862759879884e-05,0.0014020311773553164,2.3437266649074555e-05,0.0
3010141,1,179.4492,17.01651,249.36169032875716,74.00035923948343,-0.022044369653942783,0.10529166580582755,-0.16353301124409203,0.05536844870351636,-5.49012772605614e-06,-8.404688236167429e-05,0.0022896378172107238,2.811872352518332e-05,0.0
3010151,1,179.17484,17.17295,248.31191365204936,73.9053002565249,0.2600942115141879,0.06136589803950145,3.371665588895399e-05,0.10219210614233132,-1.4232668810253224e-05,-5.648503058482352e-05,0.0019262095239876663,2.9624108830179274e-05,0.0
3010330,1,179.81372,16.97037,250.33809047064804,74.22890771159513,0.258971390410386,0.04063246408716059,-0.06628588800726316,0.06692535291057944,-5.452253245445362e-05,-6.634739953255903e-05,0.0013374203837163067,2.7146476095589006e-05,0.0
3010333,1,179.99248,16.91588,250.91306147940207,74.31792116507081,0.3509450802118436,0.09471449638936456,0.012631337027513474,0.07138041869945179,-8.143139190941814e-05,-2.9690349093499976e-05,0.0012060441479251004,2.6043852267041775e-05,0.0
3010361,1,179.92549,17.12649,250.17629676690015,74.412974060569,0.1240647588455107,0.0642625271673309,0.41775104501677224,0.05881604884781078,-3.548734890917535e-05,-6.520097095121491e-05,0.0011506081966494723,2.7085110835739288e-05,0.0
3011116,1,180.15356,15.65528,254.55006427361008,73.54307156239297,0.7921992373263796,0.06972489227261915,-0.3856648394389907,0.08054464226484373,-0.0001780893109943902,-4.823314203753135e-05,0.0015253928750135074,1.7910027814998127e-05,0.0
3101684,1,184.08626,18.35714,258.4538571068622,78.07592034617144,0.0894412669086647,0.07452494251907925,-0.13604874043434945,0.07352572979935619,-7.178520326560982e-05,-1.3512156407402192e-05,0.0009297631008776575,0.0,0.0
3101822,1,184.89882,17.43383,264.10859478464437,77.83298129569266,0.14076581115109474,0.10454153073700641,0.16914486811894217,0.10446084601975777,-7.36416648903793e-05,-2.7912385799208145e-05,0.0008530696587713492,0.0,0.0
3102315,1,184.88745,18.07525,262.20874071491164,78.34073190604092,0.2578746022535021,0.03894349205446847,0.12042296090280326,0.05957687828850678,-8.630126304124872e-05,-0.00010247540557715289,0.0009945116638576733,0.0,0.0
3102371,1,184.34332,18.37268,259.3061117609675,78.24677968307755,0.3115956803018189,0.08356678136642649,-0.25469222998993635,0.08256871715156942,-0.00010045631913986971,-2.5914282540614267e-05,0.0007966141660885767,0.0,0.0
3102445,1,185.22177,18.36675,262.5835065631493,78.7653305780669,0.32916456555765855,0.03796131852661116,0.012949470307233034,0.1131323927782011,-0.00010589477477717194,-7.62722751863882e-05,0.001192995259655741,0.0,0.0
3102628,1,185.77832,18.27509,265.0749764858684,79.00386196421071,0.39727565122505826,0.08129160634762725,0.1630155113592137,0.0777475063099931,-2.796268299666474e-05,-0.00011900854856083256,0.0010988772751799928,0.0,0.0
3103068,1,184.23959,18.59977,258.2067151662362,78.35425499135916,0.1066856985398543,0.09017018927451238,0.040843135617424565,0.09083136554185786,-7.569692546660057e-05,-8.941764385459549e-06,0.0008683745239780566,0.0,0.0
3103204,1,184.13316,19.0139,256.4407596632968,78.59334032801624,0.12679196401093243,0.08882901172687792,-0.27303625741327914,0.06883608556292396,-7.611370967214908e-05,-9.67332620354514e-06,0.0009231539363024626,1.3400635767302243e-05,0.0
3103218,1,184.34114,19.05303,257.03999372743846,78.75563269094916,0.38240588400393427,0.06298323138152712,-0.08147232584853319,0.09575548320979335,-8.571680179409809e-05,-1.9790956398250233e-05,0.0008629111659819132,1.1219548243426076e-05,0.0
3103223,1,184.5835,19.01308,258.05490417961977,78.87952618929089,0.23688581197665895,0.028078319607283072,0.15092419317047537,0.033069743997062674,-5.15396622937855e-05,-3.462655854252409e-05,0.0007252130281849181,0.0,0.0
3103574,1,184.61546,19.20315,257.50948927424963,79.04117835070839,0.22526736957656757,0.07187761018233117,-0.011815760832639266,0.06713128297952338,-6.375898481629107e-05,-4.6039777624399956e-05,0.0007602778639371364,6.89568852427044e-06,0.0
3103683,2,184.379295,19.564754999999998,255.3423426314715,79.15234898111257,0.2385063004259444,0.029507099752560183,-0.1277889613276373,0.030825463323580868,-4.802085185041165e-05,-5.904358331036275e-06,0.0008097241102363087,1.7044527553102326e-05,0.0
3103712,1,184.34711,19.69882,254.7258450256561,79.22670098061155,0.1655961187111436,0.07735618365190286,-0.08991065269368724,0.07764676973843197,-3.8585427616425306e-05,-1.560198433806083e-05,0.0008022005580405464,1.8445168050824528e-05,0.0
3103767,1,184.94878,18.51457,261.07208908210407,78.72195514175658,0.4044569176834473,0.04258496363892062,0.20905406415089164,0.03957929852677797,-9.438633650384439e-05,-7.145962273838719e-05,0.0008899435464853498,0.0,0.0
3103818,1,185.06711,18.59069,261.277594918639,78.85149954527513,0.45273257545089,0.06927593675841792,0.2328330198352549,0.0677483917613081,-9.457176299312162e-05,-8.942427900943614e-05,0.0009750180886348814,0.0,0.0
3103819,1,185.14743,18.55286,261.70803462444314,78.86916897358178,0.45159610247492327,0.0706185261993185,0.40932867017771746,0.06854213125834477,-9.269838322341882e-05,-9.477078250070707e-05,0.0010451281418553267,0.0,0.0
3103839,1,185.61534,18.53669,263.6070088796017,79.12554827917096,0.2668427869086945,0.06571433362981852,0.09514687107204889,0.07033936561832857,-5.8343710842371666e-05,-9.436258151347293e-05,0.001207219993073398,0.0,0.0
3103874,1,184.56752,18.84387,258.57270704011205,78.74253981350722,0.22688240142876245,0.033404038045850806,0.05322007066810313,0.06536949014816738,-5.905537666520581e-05,-3.9171498656021716e-05,0.0007206735466885926,0.0,0.0
3103911,1,184.92867,18.98709,259.4322782021148,79.07404514134859,0.2815433233029173,0.048576512493616185,0.10657559337648086,0.028780591271854526,-5.676834557437338e-05,-2.6183876340072533e-05,0.0007059664628643963,0.0,0.0
3103936,1,185.18335,18.78271,261.0989624309181,79.07019240057255,0.3966156469389886,0.05781806029157189,0.054046541084213154,0.050210276877549254,-0.00011837327615821923,-8.526709138747167e-05,0.0010462138228838126,0.0,0.0
3103993,1,185.76147,19.00018,262.69652822596026,79.57906622019807,0.2764095836066078,0.04181966831799596,0.12331967438499702,0.04118392091305545,-0.00010523143192265892,-9.978343750446163e-05,0.001298577294918888,0.0,0.0
3104000,1,185.66374,18.43422,264.12313608840054,79.07006614918858,0.297177502127603,0.040364308947475426,0.10799320455102014,0.04265820628194246,-4.1262424182838423e-05,-0.00010156451615443024,0.0012036655675787006,0.0,0.0
3104341,1,185.9707,19.05754,263.3821397536911,79.74422010917131,0.2895322393627941,0.10395469835534592,0.025398471795872186,0.1030457213563428,-7.61324034640958e-05,-0.00010623378290361188,0.001280998188623803,0.0,0.0
3104410,1,185.33888,19.54846,259.0415081425019,79.7522299076175,0.1223047075001135,0.07509191629025247,0.259087935889172,0.08542952714288965,-3.3640908478627006e-05,-5.975520196675199e-05,0.0008967877279364325,0.0,0.0
3104450,1,185.62071,19.46568,260.4896023804124,79.86063747219572,0.29444475453063923,0.03206742488644534,0.1583138860914974,0.035223291458240893,-4.457261941339198e-05,-7.483629597142883e-05,0.0010646815664819573,0.0,0.0
3109207,1,185.06535,19.8305,256.9012320498482,79.79011683990743,0.24897462025638048,0.05789629918008972,0.023165458514588476,0.04513334179129155,-2.752983706151074e-05,-3.920524818193007e-05,0.0008106815446097576,5.337843029637315e-06,0.0
3109329,1,185.09541,20.1586,255.72808223894498,80.04757860431835,0.12627462729395042,0.055483202336778004,-0.09999859249896427,0.05552129554014523,-2.9562833778124297e-05,-3.6371660085749225e-05,0.0008026755215626716,1.285155775938919e-05,0.0
3109899,1,185.26663,19.91669,257.36012793717885,79.9818641470001,0.14691763034407818,0.08432833597051284,-0.08567502491438676,0.09475616999670425,-3.4529793643056e-05,-3.7072958362627626e-05,0.0008385535313568744,3.327621196543978e-06,0.0
3109907,1,185.54079,19.79519,258.9370471788842,80.06317752053295,0.4031524729270492,0.05824800783518299,-0.06853527247195293,0.052840983935128066,-3.3479942284031634e-05,-7.451294308595568e-05,0.000974346191520556,0.0,0.0
3110046,1,185.86821,20.17248,258.83729121424824,80.5497451977304,0.2469990655855088,0.031463599563498645,-0.05348328336859607,0.04123156439559148,-2.6014307618403683e-05,-3.516702576606496e-05,0.0008876351796462951,0.0,0.0
3110857,1,187.88229,20.72047,266.5145638332279,82.14368679352418,-0.46846150164568356,0.4681638663182975,-0.40706242945753573,0.4227665955038347,9.151245762929936e-06,-5.58638500644215e-05,0.0013617362355993192,0.0,0.0
3110883,1,188.00117,20.81871,266.78410422003986,82.28747021956892,-0.06544736133839232,0.08499237003640313,-0.10884228449385794,0.08635564275480279,1.2095288640590926e-05,-4.2026048772706774e-05,0.0013335696589898889,0.0,0.0
3112379,1,188.06802,21.52798,263.9760155349948,82.9008119413238,0.04125895989496541,0.03012775399075484,-0.11091752895005207,0.030875855283255812,2.4316035758821992e-05,-6.581965179819476e-05,0.0006188006698325918,0.0,0.0
3134938,1,189.40477,22.63134,267.3151732793243,84.51949967946929,0.16166522836780575,0.06187370992622063,-0.11975539209899992,0.06122617103793039,-4.357445514357582e-05,-2.6928826906720398e-05,0.0006043223626783908,0.0,0.0
4159073,1,199.77525,20.8951,349.7756074571342,81.12928530235183,-0.404188191675315,0.06087712195356133,-0.05724426355748553,0.0752992431744916,5.997535514912081e-05,7.828917054129687e-05,0.000817607828413404,0.0,5.7966756304287704e-05
4159083,1,199.64702,20.95893,349.50113498731713,81.25833533171527,-0.262180359622944,0.09945934579731205,-0.09407687828570711,0.13890946164164159,7.260157269217101e-05,8.14396738422313e-05,0.0008844021459771898,0.0,5.8218657079285876e-05
4159131,1,199.39124,20.75375,347.4284183427182,81.27029131841422,-0.29830728322183525,0.0704057775381817,0.09542413099844176,0.05992517408605562,6.288346271829287e-05,8.468584424624272e-05,0.0009407779850568389,0.0,5.806905187907745e-05
4159167,1,199.27654,21.0103,348.04902737189997,81.53238820974211,-0.4056355405781633,0.05496315012751637,0.010478941733835404,0.046044023803965016,8.182361053482077e-05,4.1758275918427086e-05,0.0009677015804484832,0.0,5.731100245921927e-05
4159213,1,199.35889,21.29277,349.76006937270097,81.68519587376942,-0.292761249315021,0.07146679977599515,-0.22548359341537053,0.07212140132982593,4.8200499158995834e-05,5.6222505526333744e-05,0.000984131041444509,0.0,5.721588439189251e-05
4159260,1,199.97675,21.85439,355.3018179048743,81.65096750394079,-0.04927247854779808,0.038900983732131675,0.1674222890112209,0.058161099238859176,3.832075932524068e-05,3.4264491191637395e-05,0.000708464112380821,1.1478421746919603e-05,5.804947242187392e-05
4159276,1,199.78589,21.63083,353.34143829333175,81.63550028161178,-0.020890424243219564,0.09204357871035275,0.11058295607795218,0.0929568696664808,4.23052885132207e-05,2.970163956317154e-05,0.0007963077688443801,0.0,5.831464448745859e-05
4159395,1,199.4996,21.72981,352.58709790985006,81.8980016678221,-0.13409703916309393,0.04791619445999587,0.04218985764009713,0.05333890051802588,2.763229206718199e-05,6.464601498433249e-05,0.0006666101718559841,0.0,5.684469554632621e-05
4160441,1,197.65523,20.61476,337.8863434270326,82.149938974239,-0.26621843308598986,0.04963636585397274,0.0166356810873602,0.047383870513188,7.54290890190729e-05,3.766199631502208e-05,0.0007353956541344348,0.0,5.2580308512350495e-05
4160443,1,197.63448,20.63803,337.8598392068269,82.18003166319696,-0.3810573360274743,0.05887978672782152,0.002303618814933344,0.07893776482068804,6.654024567482148e-05,3.7421597008918714e-05,0.0007114359093666057,0.0,5.256015879827311e-05
4160465,1,198.06357,21.00644,341.84570752528026,82.25286227885992,-0.26601699346584734,0.042203297160930825,-0.07483287504426996,0.039986018915943215,5.1570851830615494e-05,4.2772550859427046e-05,0.0008307700068805163,0.0,5.3942838265649893e-05
4160474,1,197.9319,20.97835,340.9851494633178,82.30317232458567,-0.20581250514407265,0.0853729628318732,-0.09914742924716233,0.08504973378739991,5.670061908021224e-05,2.595567699662522e-05,0.0007808687462786575,0.0,5.3976543075835915e-05
4160501,1,197.93994,21.26627,342.33301824792255,82.52971378801585,-0.04832624710906378,0.028602199854359814,-0.04375584349951105,0.02847655462817192,4.885252720090469e-05,7.976611924036637e-06,0.0008591333109350041,0.0,5.440160374682946e-05
4160560,1,199.0128,20.92477,346.40450310430873,81.63248537665287,-0.4645003262164245,0.0703772885801346,-0.22698776827140973,0.07174285505963962,6.072195015969342e-05,5.074207652726282e-05,0.00097067724103439,0.0,5.608793094840353e-05
4160650,1,198.6741,20.79252,344.1392334369543,81.73407420199838,-0.41679568359111524,0.06330946203302092,-0.0993647731332134,0.04964788028797888,9.898654501392161e-05,7.019714485565615e-05,0.0010250871386596984,0.0,5.544908327202662e-05
4160669,1,198.84341,21.31182,347.37508248564257,82.02715215792468,-0.24132274658848787,0.041032066916294595,-0.05695025881406041,0.049379848972801885,5.430032862418614e-05,2.9149631402788965e-05,0.001075926893147043,0.0,5.59250141566783e-05
4160686,1,198.50754,21.06732,344.51016346817,82.04548967225148,-0.4296831380474185,0.036840162827246725,-0.14141216665380354,0.043678397439259935,9.483086979980519e-05,2.8256799192040442e-05,0.0010714541312565047,0.0,5.5117487411317234e-05
4160715,1,198.82893,21.44806,347.9680192422589,82.13702470469353,-0.1746852512579729,0.046930117586421245,-0.08353480108876109,0.04937169293557469,3.248854231335683e-05,1.6000540571080736e-05,0.0008630876092923429,0.0,5.590482307614391e-05
4160756,1,198.83101,21.90661,350.3459910656107,82.46697795302009,-0.07694011520776943,0.032122561116335366,0.02518369853328079,0.036029724774514986,2.4425888403767765e-05,-9.241550189497262e-06,0.0005860810386360609,0.0,5.563937175632024e-05
4160772,1,199.40179,21.88462,352.9571417159035,82.06990328084576,-0.1828282012488886,0.0577038235281726,0.07754900920125217,0.05453685680555412,2.1676835534217196e-05,5.9620924404433624e-05,0.0005981034481865317,0.0,5.639803539102185e-05
4160800,1,199.19226,21.83499,351.7207549696099,82.17749536186777,-0.17601184586188784,0.04648224617215502,-0.17626636127262346,0.04648011177687917,2.8227328718784532e-05,4.033583586499271e-05,0.0005840884302871336,0.0,5.6323977034537066e-05
4161084,1,198.32007,21.59244,346.03536386747174,82.55984562821057,-0.1471407751209306,0.03907363265205107,0.07201105676777513,0.06142679571142033,2.1329950799591042e-05,3.699942667753197e-05,0.000714399276902975,0.0,5.5358517529716253e-05
4161201,1,198.03603,21.6534,344.76529545310615,82.77705092442952,-0.16383704838293311,0.06911123572722282,0.07038765216405811,0.05434737432715806,3.2319083352516255e-05,1.1867099286190223e-05,0.0007507430818681476,0.0,5.530780317889771e-05
4173417,1,187.65404,18.06968,273.9401573991618,79.74927232603572,-0.19215677330902853,0.07805502450359832,-0.35122752521899897,0.09452731430513972,4.015818063998539e-06,-5.712942382253389e-05,0.0005636067623606797,0.0,0.0
4173475,1,187.15863,18.2637,271.10121734767534,79.69689419253518,0.1914187528653503,0.07343962508385563,0.006845513236708318,0.06968228948264205,6.054954598947254e-06,-9.8969228314647e-05,0.0006949534445614735,0.0,0.0
4173570,1,188.01074,18.02063,275.7820118333447,79.85463218351094,0.05251735787948521,0.04139673528625016,-0.17562439215939815,0.0573263491567371,9.784610579842105e-07,-6.98121113549196e-05,0.0004385933558280078,0.0,0.0
4173607,1,187.94492,18.38639,274.5378374957685,80.1564205160213,0.12068278068496911,0.042483121550401605,0.18873173142358343,0.03779132682685015,-9.724297820487564e-06,-5.100799835773259e-05,0.0006385250818037153,0.0,0.0
4173624,1,187.90747,18.47875,274.1080466732538,80.22297890126974,0.2154969601236735,0.03551516093095956,0.2135089229457539,0.03532241984983536,-8.383131467612088e-06,-6.48742004841324e-05,0.0007693054577551637,0.0,0.0
4173643,1,188.16794,18.48618,275.40041054074425,80.33911076031612,0.21687982690805663,0.05659400315050832,0.20758887417280186,0.05714996769378139,-4.748730177544041e-07,-7.53378387313352e-05,0.0007929349751924978,0.0,0.0
4173707,1,187.62355,18.77921,271.86310508183294,80.36225605259078,0.2328881904973425,0.04568023215381701,0.1405812602265093,0.048469747166385996,7.429666879523625e-06,-0.0001598146322712756,0.0010352348662360901,0.0,0.0
4175692,1,191.36523,19.06019,292.96148248329786,81.81598890792147,-0.08410904326538524,0.013603159153291855,0.1658754618410498,0.013562966528389427,2.5098219760736656e-05,-4.445275016965015e-05,0.0006926000995857154,0.0,0.0
4175758,1,190.68454,19.247,288.2562246357471,81.86973088923763,-0.06845819945311188,0.03347141706739698,0.19048221682781297,0.03353601406697532,1.6035539554497338e-05,-6.823245054977787e-05,0.0006740192676224191,0.0,0.0
4176178,1,189.4734,18.62513,282.1016044448229,80.94417215810505,0.17021612912917203,0.05356519268803748,0.07186424273782499,0.06452728207737732,-8.034882811685104e-06,-0.00010641074070966753,0.0008332326504871118,0.0,0.0
4176838,1,188.71802,20.24956,273.20333499480455,82.14689961943978,0.009159270227511755,0.04071434783470693,0.25186525716918445,0.03644642479578067,-2.399510154596573e-05,-6.96189141688855e-05,0.0011680205588951603,0.0,0.0
4177267,1,190.53494,20.30323,285.1327519003358,82.85145080324169,0.1494013214594389,0.062311551440552976,0.3066581894327517,0.04998270257870534,8.175866090891605e-06,-0.00011587462747644165,0.0009779031535685203,0.0,0.0
4177272,1,190.49023,20.28698,284.84920683756565,82.82365319744649,0.505730247753424,0.1316254437434414,0.20607260008856196,0.1622490140473653,-1.4313009477246912e-06,-0.00011471599481899922,0.0010171671031294904,0.0,0.0
4177695,1,189.71344,20.96878,277.2679850084995,83.2044151385167,0.6610055018710765,0.29242570803496026,-0.5522333985699943,0.2510641457481577,-2.332345606749324e-05,-4.334994335563642e-05,0.00111110806929152,0.0,0.0
4181343,1,195.46991,20.37368,322.9527209659693,82.83602216498967,-0.018797956747278813,0.05862499803936789,0.27949890307857633,0.06046577217636529,5.752780273254289e-05,2.0368874790471993e-05,0.0006546179236056114,0.0,4.113992248629886e-05
4181417,1,194.58836,20.00117,315.82276070643474,82.69921327172685,-0.09356834766928833,0.06437508340681786,0.14093602915663256,0.0636384210706492,3.1442126569281086e-05,4.39063811284793e-06,0.0008610983961635523,0.0,3.094569365562002e-05
4182002,1,194.20181,21.14241,314.7781296402682,83.89027769807576,-0.9974785119071642,0.04155706920158119,0.4579275251428647,0.04104887330213818,0.00020029687676290128,1.1083150595116075e-05,0.0021159112898376086,0.0,2.9267937804230888e-05
4182268,1,196.81131,20.59822,332.7176823731371,82.53816017866474,-0.15924171955762506,0.08781863335714254,0.04227380692971346,0.14410026937963638,4.903918571509712e-05,6.111069164415157e-05,0.0007680017740721592,0.0,4.885597922126248e-05
4182344,1,197.53357,20.926,338.4534201010097,82.47251662944598,-0.2675231521064589,0.057247539302949596,0.09385820735036693,0.03243022114875633,4.269994651361491e-05,3.00545203092106e-05,0.0007439944515345832,0.0,5.2998895439344577e-05
4182395,1,197.4529,21.41339,340.13471111124073,82.91698147269487,-0.16866503011682787,0.04223445313163026,0.032819317721268136,0.04578483339133307,1.1217767098056325e-05,2.9769049446955674e-05,0.0009164858631396633,0.0,5.3189486160133555e-05
4182694,1,195.82549,20.35185,325.38006896597454,82.70087840646423,-0.2361165076268332,0.0434087650054214,0.1525581686639808,0.05463221687524775,4.370157987711e-05,4.163870246546802e-05,0.0005973480979792477,0.0,4.2934957895455914e-05
4182794,1,196.62993,20.90077,332.66588558287003,82.88494920466347,-0.2531369939700971,0.025277429588384668,-0.057503584964617854,0.025710922842330175,4.0797867813398896e-05,4.1922368705191605e-05,0.0008428532925364622,0.0,4.866956275289732e-05
4182893,1,196.73454,21.68843,336.7243506238963,83.51713015924658,-0.13911287106756634,0.08619095561907868,0.19093352011456413,0.08821065224489619,1.5697922081496344e-05,-1.1504324687520973e-05,0.0008699821409767204,0.0,5.158568335829699e-05
4182915,1,196.40727,21.11963,331.9961865307362,83.1756434018094,-0.48664190373424776,0.05941873150111991,0.11269719397530359,0.07364383441129217,5.130980401578375e-05,1.0424511139229221e-05,0.0010400902829208157,0.0,4.838276976585336e-05
4182918,1,196.43092,21.19197,332.44631819458084,83.22931886957619,-0.4327598716110273,0.03752557107746051,0.1269444505412,0.047093858573177654,4.219430661370377e-05,1.678064537999298e-05,0.0010758106545645015,0.0,4.8754063938864946e-05
